"1870";"DPA";"NACIONAL / ANGOLA (DPA)";"1";"/293/2/";"/293/"
"245662";"1";"MESA 1";"128";"/293/2/19/2/3/23/1/";"/293/2/19/2/3/23/"
"245663";"12394";"EP ONGHAMBO";"64";"/293/2/19/2/3/24/";"/293/2/19/2/3/"
"245664";"1";"MESA 1";"128";"/293/2/19/2/3/24/1/";"/293/2/19/2/3/24/"
"245665";"12401";"EP OKATANDO";"64";"/293/2/19/2/3/25/";"/293/2/19/2/3/"
"245666";"1";"MESA 1";"128";"/293/2/19/2/3/25/1/";"/293/2/19/2/3/25/"
"245667";"12406";"ESCOLA PRIMÁRIA DE OMIPINI";"64";"/293/2/19/2/3/26/";"/293/2/19/2/3/"
"245668";"1";"MESA 1";"128";"/293/2/19/2/3/26/1/";"/293/2/19/2/3/26/"
"245669";"12411";"ESCOLA PRIMÁRIA DE OMALA 45";"64";"/293/2/19/2/3/27/";"/293/2/19/2/3/"
"245670";"1";"MESA 1";"128";"/293/2/19/2/3/27/1/";"/293/2/19/2/3/27/"
"245671";"12412";"EP ENDAFULA";"64";"/293/2/19/2/3/28/";"/293/2/19/2/3/"
"245672";"1";"MESA 1";"128";"/293/2/19/2/3/28/1/";"/293/2/19/2/3/28/"
"245673";"12413";"EP OKAMUKWA 2 25";"64";"/293/2/19/2/3/29/";"/293/2/19/2/3/"
"245674";"1";"MESA 1";"128";"/293/2/19/2/3/29/1/";"/293/2/19/2/3/29/"
"245591";"12306";"ESCOLA PRIMÁRIA DE OLUKEKETE";"64";"/293/2/19/2/3/3/";"/293/2/19/2/3/"
"245592";"1";"MESA 1";"128";"/293/2/19/2/3/3/1/";"/293/2/19/2/3/3/"
"245675";"12414";"EP OKAMULU";"64";"/293/2/19/2/3/30/";"/293/2/19/2/3/"
"245676";"1";"MESA 1";"128";"/293/2/19/2/3/30/1/";"/293/2/19/2/3/30/"
"245677";"12416";"ESCOLA PRIMÁRIA DE OKAFITU 1 (HAILUNDU)";"64";"/293/2/19/2/3/31/";"/293/2/19/2/3/"
"245678";"1";"MESA 1";"128";"/293/2/19/2/3/31/1/";"/293/2/19/2/3/31/"
"245679";"12420";"EP OSHANANGALA 103";"64";"/293/2/19/2/3/32/";"/293/2/19/2/3/"
"245680";"1";"MESA 1";"128";"/293/2/19/2/3/32/1/";"/293/2/19/2/3/32/"
"245681";"12422";"ESCOLA PRIMÁRIA DE ONDJABULA";"64";"/293/2/19/2/3/33/";"/293/2/19/2/3/"
"245682";"1";"MESA 1";"128";"/293/2/19/2/3/33/1/";"/293/2/19/2/3/33/"
"245683";"12426";"EP OMAKIYA";"64";"/293/2/19/2/3/34/";"/293/2/19/2/3/"
"245684";"1";"MESA 1";"128";"/293/2/19/2/3/34/1/";"/293/2/19/2/3/34/"
"245685";"12435";"ESCOLA PRIMÁRIA DE OKAFITU 2 (HAILUNDU)";"64";"/293/2/19/2/3/35/";"/293/2/19/2/3/"
"245686";"1";"MESA 1";"128";"/293/2/19/2/3/35/1/";"/293/2/19/2/3/35/"
"245687";"12440";"ESCOLA PRIMÁRIA DE 71 ENGHUSE";"64";"/293/2/19/2/3/36/";"/293/2/19/2/3/"
"245688";"1";"MESA 1";"128";"/293/2/19/2/3/36/1/";"/293/2/19/2/3/36/"
"245699";"12441";"ESCOLA PRIMÁRIA DE OMALYATA";"64";"/293/2/19/2/3/37/";"/293/2/19/2/3/"
"245700";"1";"MESA 1";"128";"/293/2/19/2/3/37/1/";"/293/2/19/2/3/37/"
"245701";"12457";"ESCOLA PRIMÁRIA DE ODILANA";"64";"/293/2/19/2/3/38/";"/293/2/19/2/3/"
"245702";"1";"MESA 1";"128";"/293/2/19/2/3/38/1/";"/293/2/19/2/3/38/"
"245593";"12311";"EP ONGHUIYU";"64";"/293/2/19/2/3/4/";"/293/2/19/2/3/"
"245594";"1";"MESA 1";"128";"/293/2/19/2/3/4/1/";"/293/2/19/2/3/4/"
"245595";"12331";"EP OMBALA 59";"64";"/293/2/19/2/3/5/";"/293/2/19/2/3/"
"245596";"1";"MESA 1";"128";"/293/2/19/2/3/5/1/";"/293/2/19/2/3/5/"
"245597";"12334";"ESCOLA PRIMÁRIA DE EHAFO 2";"64";"/293/2/19/2/3/6/";"/293/2/19/2/3/"
"245598";"1";"MESA 1";"128";"/293/2/19/2/3/6/1/";"/293/2/19/2/3/6/"
"245599";"2";"MESA 2";"128";"/293/2/19/2/3/6/2/";"/293/2/19/2/3/6/"
"245600";"12335";"ESCOLA PRIMÁRIA DE OMUPINDI";"64";"/293/2/19/2/3/7/";"/293/2/19/2/3/"
"245601";"1";"MESA 1";"128";"/293/2/19/2/3/7/1/";"/293/2/19/2/3/7/"
"245602";"12338";"ESCOLA PRIMÁRIA DE ONAMUKA YA HIPANDE";"64";"/293/2/19/2/3/8/";"/293/2/19/2/3/"
"245603";"1";"MESA 1";"128";"/293/2/19/2/3/8/1/";"/293/2/19/2/3/8/"
"245604";"12352";"ESCOLA PRIMÁRIA DE KOMBILI";"64";"/293/2/19/2/3/9/";"/293/2/19/2/3/"
"245605";"1";"MESA 1";"128";"/293/2/19/2/3/9/1/";"/293/2/19/2/3/9/"
"3792";"170204";"TCHOMPORO OXIMOLO";"8";"/293/2/19/2/4/";"/293/2/19/2/"
"245418";"12480";"ESCOLA PRIMÁRIA DE OHAMUTINDILA";"64";"/293/2/19/2/4/1/";"/293/2/19/2/4/"
"245419";"1";"MESA 1";"128";"/293/2/19/2/4/1/1/";"/293/2/19/2/4/1/"
"245445";"12743";"ESCOLA PRIMÁRIA DE OKALWA";"64";"/293/2/19/2/4/10/";"/293/2/19/2/4/"
"245446";"1";"MESA 1";"128";"/293/2/19/2/4/10/1/";"/293/2/19/2/4/10/"
"245447";"12747";"EP OMAPALA 32";"64";"/293/2/19/2/4/11/";"/293/2/19/2/4/"
"245448";"1";"MESA 1";"128";"/293/2/19/2/4/11/1/";"/293/2/19/2/4/11/"
"245449";"12766";"EP OCUUATI";"64";"/293/2/19/2/4/12/";"/293/2/19/2/4/"
"245450";"1";"MESA 1";"128";"/293/2/19/2/4/12/1/";"/293/2/19/2/4/12/"
"245420";"12522";"EP OUTUNU";"64";"/293/2/19/2/4/2/";"/293/2/19/2/4/"
"245421";"1";"MESA 1";"128";"/293/2/19/2/4/2/1/";"/293/2/19/2/4/2/"
"245422";"12527";"EP OMULOLA WOSHIMANYA";"64";"/293/2/19/2/4/3/";"/293/2/19/2/4/"
"245423";"1";"MESA 1";"128";"/293/2/19/2/4/3/1/";"/293/2/19/2/4/3/"
"245424";"12566";"TENDA (JUNTO AO MARCO OMULAVI)";"64";"/293/2/19/2/4/4/";"/293/2/19/2/4/"
"245425";"1";"MESA 1";"128";"/293/2/19/2/4/4/1/";"/293/2/19/2/4/4/"
"245426";"12587";"TENDA JUNTO AO LOCAL DE ENCONTRO (ONGOLO)";"64";"/293/2/19/2/4/5/";"/293/2/19/2/4/"
"245427";"1";"MESA 1";"128";"/293/2/19/2/4/5/1/";"/293/2/19/2/4/5/"
"245428";"12602";"TENDA (JUNTO A FAZENDA OMUNDANGALA SHIWILA)";"64";"/293/2/19/2/4/6/";"/293/2/19/2/4/"
"245429";"1";"MESA 1";"128";"/293/2/19/2/4/6/1/";"/293/2/19/2/4/6/"
"245430";"12632";"ESCOLA PRIMÁRIA DE OYONDE";"64";"/293/2/19/2/4/7/";"/293/2/19/2/4/"
"245431";"1";"MESA 1";"128";"/293/2/19/2/4/7/1/";"/293/2/19/2/4/7/"
"245432";"12655";"SHANA DE OLUYAYA OSHIMOLO";"64";"/293/2/19/2/4/8/";"/293/2/19/2/4/"
"245433";"1";"MESA 1";"128";"/293/2/19/2/4/8/1/";"/293/2/19/2/4/8/"
"245443";"12660";"EP CENTRO DE ALFABETIZAÇÃO";"64";"/293/2/19/2/4/9/";"/293/2/19/2/4/"
"245444";"1";"MESA 1";"128";"/293/2/19/2/4/9/1/";"/293/2/19/2/4/9/"
"3793";"170205";"MÔNGWA";"8";"/293/2/19/2/5/";"/293/2/19/2/"
"244915";"12214";"EP ELALA";"64";"/293/2/19/2/5/1/";"/293/2/19/2/5/"
"244916";"1";"MESA 1";"128";"/293/2/19/2/5/1/1/";"/293/2/19/2/5/1/"
"244936";"12261";"ESCOLA PRIMÁRIA DE BULUNGANGA";"64";"/293/2/19/2/5/10/";"/293/2/19/2/5/"
"244937";"1";"MESA 1";"128";"/293/2/19/2/5/10/1/";"/293/2/19/2/5/10/"
"244938";"12265";"ESCOLA PRIMÁRIA DE OHENDA";"64";"/293/2/19/2/5/11/";"/293/2/19/2/5/"
"244939";"1";"MESA 1";"128";"/293/2/19/2/5/11/1/";"/293/2/19/2/5/11/"
"696600";"2";"MESA 2";"128";"/293/2/19/2/5/11/2/";"/293/2/19/2/5/11/"
"244940";"12267";"EP OSHIVANGO 1";"64";"/293/2/19/2/5/12/";"/293/2/19/2/5/"
"244941";"1";"MESA 1";"128";"/293/2/19/2/5/12/1/";"/293/2/19/2/5/12/"
"244942";"12269";"EP OHAULIAVA";"64";"/293/2/19/2/5/13/";"/293/2/19/2/5/"
"244943";"1";"MESA 1";"128";"/293/2/19/2/5/13/1/";"/293/2/19/2/5/13/"
"244944";"12271";"EP EFIMALIMWE ONANGULA";"64";"/293/2/19/2/5/14/";"/293/2/19/2/5/"
"244945";"1";"MESA 1";"128";"/293/2/19/2/5/14/1/";"/293/2/19/2/5/14/"
"244946";"12273";"ESCOLA PRIMÁRIA DE OMBUBA";"64";"/293/2/19/2/5/15/";"/293/2/19/2/5/"
"244947";"1";"MESA 1";"128";"/293/2/19/2/5/15/1/";"/293/2/19/2/5/15/"
"696603";"2";"MESA 2";"128";"/293/2/19/2/5/15/2/";"/293/2/19/2/5/15/"
"244948";"12274";"ESCOLA PRIMÁRIA DE OKAFITU 3 ONAKAOLO";"64";"/293/2/19/2/5/16/";"/293/2/19/2/5/"
"244949";"1";"MESA 1";"128";"/293/2/19/2/5/16/1/";"/293/2/19/2/5/16/"
"244950";"2";"MESA 2";"128";"/293/2/19/2/5/16/2/";"/293/2/19/2/5/16/"
"244951";"12281";"EP OSHIHALA 2";"64";"/293/2/19/2/5/17/";"/293/2/19/2/5/"
"244952";"1";"MESA 1";"128";"/293/2/19/2/5/17/1/";"/293/2/19/2/5/17/"
"696609";"2";"MESA 2";"128";"/293/2/19/2/5/17/2/";"/293/2/19/2/5/17/"
"244953";"12294";"EP OINGHONO";"64";"/293/2/19/2/5/18/";"/293/2/19/2/5/"
"244954";"1";"MESA 1";"128";"/293/2/19/2/5/18/1/";"/293/2/19/2/5/18/"
"244956";"12296";"TENDA (JUNTO CHIMPACA) DE OVAMBWE";"64";"/293/2/19/2/5/19/";"/293/2/19/2/5/"
"244957";"1";"MESA 1";"128";"/293/2/19/2/5/19/1/";"/293/2/19/2/5/19/"
"244920";"12218";"EP NDAPONA YA SHIKENDE";"64";"/293/2/19/2/5/2/";"/293/2/19/2/5/"
"244921";"1";"MESA 1";"128";"/293/2/19/2/5/2/1/";"/293/2/19/2/5/2/"
"244959";"12297";"ESCOLA PRIMÁRIA DE OKAYELE";"64";"/293/2/19/2/5/20/";"/293/2/19/2/5/"
"244960";"1";"MESA 1";"128";"/293/2/19/2/5/20/1/";"/293/2/19/2/5/20/"
"244961";"12300";"EP ETANGA";"64";"/293/2/19/2/5/21/";"/293/2/19/2/5/"
"244962";"1";"MESA 1";"128";"/293/2/19/2/5/21/1/";"/293/2/19/2/5/21/"
"244964";"12305";"ESCOLA PRIMÁRIA DOM FERNANDO GUIMARÃES KEVANU (OMILUNGA)";"64";"/293/2/19/2/5/22/";"/293/2/19/2/5/"
"244965";"1";"MESA 1";"128";"/293/2/19/2/5/22/1/";"/293/2/19/2/5/22/"
"244966";"12310";"ESCOLA PRIMÁRIA DE OHAKAONDE";"64";"/293/2/19/2/5/23/";"/293/2/19/2/5/"
"244967";"1";"MESA 1";"128";"/293/2/19/2/5/23/1/";"/293/2/19/2/5/23/"
"244968";"12315";"EP ONYANGA 1";"64";"/293/2/19/2/5/24/";"/293/2/19/2/5/"
"244969";"1";"MESA 1";"128";"/293/2/19/2/5/24/1/";"/293/2/19/2/5/24/"
"245344";"12321";"EP OHENGHALI 3 OWENO";"64";"/293/2/19/2/5/25/";"/293/2/19/2/5/"
"245345";"1";"MESA 1";"128";"/293/2/19/2/5/25/1/";"/293/2/19/2/5/25/"
"245355";"12323";"EP ONDOBE";"64";"/293/2/19/2/5/26/";"/293/2/19/2/5/"
"245356";"1";"MESA 1";"128";"/293/2/19/2/5/26/1/";"/293/2/19/2/5/26/"
"245358";"12326";"EP OMUKOLOKOLO";"64";"/293/2/19/2/5/27/";"/293/2/19/2/5/"
"245359";"1";"MESA 1";"128";"/293/2/19/2/5/27/1/";"/293/2/19/2/5/27/"
"245360";"12328";"ESCOLA PRIMÁRIA DE ONYANGA 2 OMUKWAMUTE";"64";"/293/2/19/2/5/28/";"/293/2/19/2/5/"
"245361";"1";"MESA 1";"128";"/293/2/19/2/5/28/1/";"/293/2/19/2/5/28/"
"245362";"12329";"EP OFENDA 46";"64";"/293/2/19/2/5/29/";"/293/2/19/2/5/"
"245363";"1";"MESA 1";"128";"/293/2/19/2/5/29/1/";"/293/2/19/2/5/29/"
"244922";"12228";"ESCOLA PRIMÁRIA DE OMUTAKU WA HANGHOME";"64";"/293/2/19/2/5/3/";"/293/2/19/2/5/"
"244923";"1";"MESA 1";"128";"/293/2/19/2/5/3/1/";"/293/2/19/2/5/3/"
"245364";"12336";"EP OMENYE 340";"64";"/293/2/19/2/5/30/";"/293/2/19/2/5/"
"245365";"1";"MESA 1";"128";"/293/2/19/2/5/30/1/";"/293/2/19/2/5/30/"
"245366";"12337";"ESCOLA PRIMÁRIA DE OHENGHALI 1 NAMWENYO";"64";"/293/2/19/2/5/31/";"/293/2/19/2/5/"
"245367";"1";"MESA 1";"128";"/293/2/19/2/5/31/1/";"/293/2/19/2/5/31/"
"245368";"12339";"ESCOLA PRIMÁRIA DE OKAOLO (EX. ONAMBADJE)";"64";"/293/2/19/2/5/32/";"/293/2/19/2/5/"
"245369";"1";"MESA 1";"128";"/293/2/19/2/5/32/1/";"/293/2/19/2/5/32/"
"696641";"2";"MESA 2";"128";"/293/2/19/2/5/32/2/";"/293/2/19/2/5/32/"
"245370";"12343";"EP OHAMWIFI";"64";"/293/2/19/2/5/33/";"/293/2/19/2/5/"
"245371";"1";"MESA 1";"128";"/293/2/19/2/5/33/1/";"/293/2/19/2/5/33/"
"245373";"12344";"ESCOLA PRIMÁRIA DE OSHAMUTITIMA (EX. ONDJABA)";"64";"/293/2/19/2/5/34/";"/293/2/19/2/5/"
"245374";"1";"MESA 1";"128";"/293/2/19/2/5/34/1/";"/293/2/19/2/5/34/"
"245689";"12346";"TENDA (JUNTO A IGREJA OMAMBODI OMUOOLO)";"64";"/293/2/19/2/5/35/";"/293/2/19/2/5/"
"245690";"1";"MESA 1";"128";"/293/2/19/2/5/35/1/";"/293/2/19/2/5/35/"
"245691";"12353";"EP ONAMAFIMBO 264";"64";"/293/2/19/2/5/36/";"/293/2/19/2/5/"
"245692";"1";"MESA 1";"128";"/293/2/19/2/5/36/1/";"/293/2/19/2/5/36/"
"245695";"12357";"ESCOLA DO 1º CICLO DA MÔNGUA";"64";"/293/2/19/2/5/37/";"/293/2/19/2/5/"
"245696";"1";"MESA 1";"128";"/293/2/19/2/5/37/1/";"/293/2/19/2/5/37/"
"696648";"2";"MESA 2";"128";"/293/2/19/2/5/37/2/";"/293/2/19/2/5/37/"
"245697";"12360";"ESCOLA PRIMÁRIA DE HIPAKELE_";"64";"/293/2/19/2/5/38/";"/293/2/19/2/5/"
"245698";"1";"MESA 1";"128";"/293/2/19/2/5/38/1/";"/293/2/19/2/5/38/"
"245709";"12361";"ESCOLA PRIMÁRIA DE HIPAKELE SHIPETA";"64";"/293/2/19/2/5/39/";"/293/2/19/2/5/"
"245710";"1";"MESA 1";"128";"/293/2/19/2/5/39/1/";"/293/2/19/2/5/39/"
"244924";"12229";"ESCOLA PRIMÁRIA DE OMUTAKU WA HANGHOME (2)";"64";"/293/2/19/2/5/4/";"/293/2/19/2/5/"
"244925";"1";"MESA 1";"128";"/293/2/19/2/5/4/1/";"/293/2/19/2/5/4/"
"245711";"12363";"EP EKO 1";"64";"/293/2/19/2/5/40/";"/293/2/19/2/5/"
"245712";"1";"MESA 1";"128";"/293/2/19/2/5/40/1/";"/293/2/19/2/5/40/"
"245713";"12367";"EP OMBWAANGOLO";"64";"/293/2/19/2/5/41/";"/293/2/19/2/5/"
"245714";"1";"MESA 1";"128";"/293/2/19/2/5/41/1/";"/293/2/19/2/5/41/"
"245716";"12372";"ESCOLA PRIMÁRIA DE EPUMBU";"64";"/293/2/19/2/5/42/";"/293/2/19/2/5/"
"245717";"1";"MESA 1";"128";"/293/2/19/2/5/42/1/";"/293/2/19/2/5/42/"
"245718";"12373";"EP OKANGHONO - OMUOLO 9";"64";"/293/2/19/2/5/43/";"/293/2/19/2/5/"
"245719";"1";"MESA 1";"128";"/293/2/19/2/5/43/1/";"/293/2/19/2/5/43/"
"245720";"2";"MESA 2";"128";"/293/2/19/2/5/43/2/";"/293/2/19/2/5/43/"
"245721";"12386";"EP OUKWANGHULA";"64";"/293/2/19/2/5/44/";"/293/2/19/2/5/"
"245722";"1";"MESA 1";"128";"/293/2/19/2/5/44/1/";"/293/2/19/2/5/44/"
"245724";"12399";"EP DE OSHAKATI";"64";"/293/2/19/2/5/45/";"/293/2/19/2/5/"
"245725";"1";"MESA 1";"128";"/293/2/19/2/5/45/1/";"/293/2/19/2/5/45/"
"696656";"2";"MESA 2";"128";"/293/2/19/2/5/45/2/";"/293/2/19/2/5/45/"
"245726";"12419";"ESCOLA PRIMÁRIA DE OMAUTA";"64";"/293/2/19/2/5/46/";"/293/2/19/2/5/"
"245727";"1";"MESA 1";"128";"/293/2/19/2/5/46/1/";"/293/2/19/2/5/46/"
"245728";"12423";"ESCOLA PRIMÁRIA DE ONGOBE";"64";"/293/2/19/2/5/47/";"/293/2/19/2/5/"
"245729";"1";"MESA 1";"128";"/293/2/19/2/5/47/1/";"/293/2/19/2/5/47/"
"245730";"2";"MESA 2";"128";"/293/2/19/2/5/47/2/";"/293/2/19/2/5/47/"
"244926";"12231";"EP COMANDANTE VALÓDIA";"64";"/293/2/19/2/5/5/";"/293/2/19/2/5/"
"244927";"1";"MESA 1";"128";"/293/2/19/2/5/5/1/";"/293/2/19/2/5/5/"
"244928";"12237";"ESCOLA PRIMÁRIA DE OKAFUKA 1";"64";"/293/2/19/2/5/6/";"/293/2/19/2/5/"
"244929";"1";"MESA 1";"128";"/293/2/19/2/5/6/1/";"/293/2/19/2/5/6/"
"244930";"12239";"ESCOLA PRIMÁRIA DE EFIMALIMWE - ONAKAKWA";"64";"/293/2/19/2/5/7/";"/293/2/19/2/5/"
"244931";"1";"MESA 1";"128";"/293/2/19/2/5/7/1/";"/293/2/19/2/5/7/"
"244932";"12240";"EP ONALE";"64";"/293/2/19/2/5/8/";"/293/2/19/2/5/"
"244933";"1";"MESA 1";"128";"/293/2/19/2/5/8/1/";"/293/2/19/2/5/8/"
"244934";"12253";"EP ONDIBA";"64";"/293/2/19/2/5/9/";"/293/2/19/2/5/"
"244935";"1";"MESA 1";"128";"/293/2/19/2/5/9/1/";"/293/2/19/2/5/9/"
"3062";"1703";"CUROCA";"4";"/293/2/19/3/";"/293/2/19/"
"3794";"170301";"ONCÓCUA";"8";"/293/2/19/3/1/";"/293/2/19/3/"
"244531";"12773";"ESCOLA PRIMÁRIA DO TCHICOLO";"64";"/293/2/19/3/1/1/";"/293/2/19/3/1/"
"244532";"1";"MESA 1";"128";"/293/2/19/3/1/1/1/";"/293/2/19/3/1/1/"
"244549";"12787";"ESCOLA PRIMÁRIA DO OMBUA";"64";"/293/2/19/3/1/10/";"/293/2/19/3/1/"
"244550";"1";"MESA 1";"128";"/293/2/19/3/1/10/1/";"/293/2/19/3/1/10/"
"244551";"12788";"EP MONTE NEGRO";"64";"/293/2/19/3/1/11/";"/293/2/19/3/1/"
"244552";"1";"MESA 1";"128";"/293/2/19/3/1/11/1/";"/293/2/19/3/1/11/"
"244553";"12789";"ESCOLA PRIMÁRIA PASCOAL GUILHERME TCHIVOWO";"64";"/293/2/19/3/1/12/";"/293/2/19/3/1/"
"244554";"1";"MESA 1";"128";"/293/2/19/3/1/12/1/";"/293/2/19/3/1/12/"
"696802";"2";"MESA 2";"128";"/293/2/19/3/1/12/2/";"/293/2/19/3/1/12/"
"696803";"3";"MESA 3";"128";"/293/2/19/3/1/12/3/";"/293/2/19/3/1/12/"
"696804";"4";"MESA 4";"128";"/293/2/19/3/1/12/4/";"/293/2/19/3/1/12/"
"696805";"5";"MESA 5";"128";"/293/2/19/3/1/12/5/";"/293/2/19/3/1/12/"
"244555";"12790";"ESCOLA PRIMÁRIA DA PEDRA BRANCA";"64";"/293/2/19/3/1/13/";"/293/2/19/3/1/"
"244556";"1";"MESA 1";"128";"/293/2/19/3/1/13/1/";"/293/2/19/3/1/13/"
"244557";"12791";"ESCOLA PRIMÁRIA DE CAPAPA";"64";"/293/2/19/3/1/14/";"/293/2/19/3/1/"
"244558";"1";"MESA 1";"128";"/293/2/19/3/1/14/1/";"/293/2/19/3/1/14/"
"244561";"12792";"ESCOLA PRIMÁRIA DO OMPUPA";"64";"/293/2/19/3/1/15/";"/293/2/19/3/1/"
"244562";"1";"MESA 1";"128";"/293/2/19/3/1/15/1/";"/293/2/19/3/1/15/"
"244563";"12793";"ESCOLA PRIMÁRIA DE TONGO-TONGO";"64";"/293/2/19/3/1/16/";"/293/2/19/3/1/"
"244564";"1";"MESA 1";"128";"/293/2/19/3/1/16/1/";"/293/2/19/3/1/16/"
"244565";"12794";"ESCOLA PRIMÁRIA DO ENDUNDU";"64";"/293/2/19/3/1/17/";"/293/2/19/3/1/"
"244566";"1";"MESA 1";"128";"/293/2/19/3/1/17/1/";"/293/2/19/3/1/17/"
"244567";"12795";"ESCOLA PRIMÁRIA DE ONDAMBO";"64";"/293/2/19/3/1/18/";"/293/2/19/3/1/"
"244568";"1";"MESA 1";"128";"/293/2/19/3/1/18/1/";"/293/2/19/3/1/18/"
"244569";"12796";"TENDA JUNTO A PEDREIRA DO TCHIHIWE (EROLA)";"64";"/293/2/19/3/1/19/";"/293/2/19/3/1/"
"244570";"1";"MESA 1";"128";"/293/2/19/3/1/19/1/";"/293/2/19/3/1/19/"
"244533";"12775";"TENDA JUNTO AO SÉCULO PEDRO TCHATUMBA (KAUNDA)";"64";"/293/2/19/3/1/2/";"/293/2/19/3/1/"
"244534";"1";"MESA 1";"128";"/293/2/19/3/1/2/1/";"/293/2/19/3/1/2/"
"244571";"12797";"TENDA JUNTO AO QUIMBO DO SR. MULUNGANATCHI KOMAHEKE";"64";"/293/2/19/3/1/20/";"/293/2/19/3/1/"
"244572";"1";"MESA 1";"128";"/293/2/19/3/1/20/1/";"/293/2/19/3/1/20/"
"244573";"12798";"TENDA LUHUNGO";"64";"/293/2/19/3/1/21/";"/293/2/19/3/1/"
"244574";"1";"MESA 1";"128";"/293/2/19/3/1/21/1/";"/293/2/19/3/1/21/"
"696806";"12799";"TENDA MASSASSE";"64";"/293/2/19/3/1/22/";"/293/2/19/3/1/"
"696807";"1";"MESA 1";"128";"/293/2/19/3/1/22/1/";"/293/2/19/3/1/22/"
"696808";"12800";"TENTA MITUMBA (SECULO NGUCHELA TCHAKEKWA)";"64";"/293/2/19/3/1/23/";"/293/2/19/3/1/"
"696809";"1";"MESA 1";"128";"/293/2/19/3/1/23/1/";"/293/2/19/3/1/23/"
"244535";"12777";"TENDA MBEMBAHI";"64";"/293/2/19/3/1/3/";"/293/2/19/3/1/"
"244536";"1";"MESA 1";"128";"/293/2/19/3/1/3/1/";"/293/2/19/3/1/3/"
"244537";"12780";"ESCOLA PRIMÁRIA DE CAMUE";"64";"/293/2/19/3/1/4/";"/293/2/19/3/1/"
"244538";"1";"MESA 1";"128";"/293/2/19/3/1/4/1/";"/293/2/19/3/1/4/"
"244539";"12782";"JUNTO À CASA DO SOBA (LUHUNDJE)";"64";"/293/2/19/3/1/5/";"/293/2/19/3/1/"
"244540";"1";"MESA 1";"128";"/293/2/19/3/1/5/1/";"/293/2/19/3/1/5/"
"244541";"12783";"ESCOLA PRIMÁRIA DE EUYUNGU";"64";"/293/2/19/3/1/6/";"/293/2/19/3/1/"
"244542";"1";"MESA 1";"128";"/293/2/19/3/1/6/1/";"/293/2/19/3/1/6/"
"244543";"12784";"ESCOLA PRIMÁRIA DO ONDIÓ";"64";"/293/2/19/3/1/7/";"/293/2/19/3/1/"
"244544";"1";"MESA 1";"128";"/293/2/19/3/1/7/1/";"/293/2/19/3/1/7/"
"244545";"12785";"ESCOLA PRIMÁRIA DE EHONGO";"64";"/293/2/19/3/1/8/";"/293/2/19/3/1/"
"244546";"1";"MESA 1";"128";"/293/2/19/3/1/8/1/";"/293/2/19/3/1/8/"
"244547";"12786";"ESCOLA PRIMÁRIA DO WARU";"64";"/293/2/19/3/1/9/";"/293/2/19/3/1/"
"244548";"1";"MESA 1";"128";"/293/2/19/3/1/9/1/";"/293/2/19/3/1/9/"
"3795";"170302";"CHITADO";"8";"/293/2/19/3/2/";"/293/2/19/3/"
"244602";"12633";"ESCOLA PRIMÁRIA DO MAMBONDE";"64";"/293/2/19/3/2/1/";"/293/2/19/3/2/"
"244603";"1";"MESA 1";"128";"/293/2/19/3/2/1/1/";"/293/2/19/3/2/1/"
"244739";"12700";"TENDA NGALANGUI (PRÓXIMO A IGREJA LUTERANA)";"64";"/293/2/19/3/2/10/";"/293/2/19/3/2/"
"244740";"1";"MESA 1";"128";"/293/2/19/3/2/10/1/";"/293/2/19/3/2/10/"
"244741";"12723";"ESCOLA PRIMÁRIA DA TAPELA";"64";"/293/2/19/3/2/11/";"/293/2/19/3/2/"
"244742";"1";"MESA 1";"128";"/293/2/19/3/2/11/1/";"/293/2/19/3/2/11/"
"696787";"2";"MESA 2";"128";"/293/2/19/3/2/11/2/";"/293/2/19/3/2/11/"
"244743";"12729";"EP TCHANA TCHOKOMUONGO";"64";"/293/2/19/3/2/12/";"/293/2/19/3/2/"
"244744";"1";"MESA 1";"128";"/293/2/19/3/2/12/1/";"/293/2/19/3/2/12/"
"244747";"12738";"CANTINHO DOS AMIGOS SR. XANGONGO";"64";"/293/2/19/3/2/13/";"/293/2/19/3/2/"
"244748";"1";"MESA 1";"128";"/293/2/19/3/2/13/1/";"/293/2/19/3/2/13/"
"244749";"12739";"EP CUTANGA";"64";"/293/2/19/3/2/14/";"/293/2/19/3/2/"
"244750";"1";"MESA 1";"128";"/293/2/19/3/2/14/1/";"/293/2/19/3/2/14/"
"244751";"12744";"ESCOLA PRIMÁRIA DE CANHANDI";"64";"/293/2/19/3/2/15/";"/293/2/19/3/2/"
"244752";"1";"MESA 1";"128";"/293/2/19/3/2/15/1/";"/293/2/19/3/2/15/"
"244753";"12748";"EP DUNDA IA DONGO";"64";"/293/2/19/3/2/16/";"/293/2/19/3/2/"
"244754";"1";"MESA 1";"128";"/293/2/19/3/2/16/1/";"/293/2/19/3/2/16/"
"244755";"12750";"ESCOLA PRIMÁRIA DE CHITADO";"64";"/293/2/19/3/2/17/";"/293/2/19/3/2/"
"244756";"1";"MESA 1";"128";"/293/2/19/3/2/17/1/";"/293/2/19/3/2/17/"
"696792";"2";"MESA 2";"128";"/293/2/19/3/2/17/2/";"/293/2/19/3/2/17/"
"696793";"3";"MESA 3";"128";"/293/2/19/3/2/17/3/";"/293/2/19/3/2/17/"
"244757";"12752";"TENDA PAVEVA (UAVITOMA TCHILAMBI)";"64";"/293/2/19/3/2/18/";"/293/2/19/3/2/"
